job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
1300,Customer Service Rep,"IN, DEL, Delhi",Admin,50000-70000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,0,0,Part-time,Entry level,High School or equivalent,,Administrative,0
1301,Marketing Manager,"US, NY, New York",,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,,Entry level,,Information Technology,Sales,0
1302,Work From Home Specialist,"PK, LHR, Lahore",Admin,,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,0,Full-time,Associate,High School or equivalent,Financial Services,Engineering,0
1303,Marketing Manager,"IN, DEL, Delhi",Sales,100000-120000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,1,0,1,Contract,Mid-Senior level,High School or equivalent,Information Technology,Administrative,1
1304,Work From Home Specialist,"US, CA, Los Angeles",IT,1000-2000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,0,Contract,Mid-Senior level,,Marketing,Sales,0
1305,Urgent Hiring Admin,"US, NY, New York",Customer Care,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,1,0,,,High School or equivalent,Financial Services,Sales,0
1306,Work From Home Specialist,"PK, LHR, Lahore",Sales,100000-120000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,1,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,1
1307,Urgent Hiring Admin,"US, NY, New York",IT,1000-2000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,1,1,Part-time,Mid-Senior level,High School or equivalent,Financial Services,,0
1308,Marketing Manager,"US, CA, Los Angeles",Customer Care,50000-70000,Established multi-national logistics company.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,1,Contract,,High School or equivalent,Information Technology,Engineering,0
1309,Work From Home Specialist,"US, CA, Los Angeles",IT,,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,0,,Associate,,Marketing,Administrative,0
1310,Data Entry Clerk,"US, NY, New York",IT,50000-70000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,1,0,Part-time,Mid-Senior level,,,Engineering,0
1311,Data Entry Clerk,"US, NY, New York",,1000-2000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,1,0,0,Contract,Mid-Senior level,Bachelor's Degree,Marketing,,0
1312,Urgent Hiring Admin,"PK, LHR, Lahore",Sales,100000-120000,Earn $500 daily working 2 hours from home. No experience needed!,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,,1,1,1,Full-time,,,Information Technology,Sales,0
1313,Software Engineer,"US, NY, New York",,1000-2000,Established multi-national logistics company.,Manage customer queries via ticket portal and phone support.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing,,0
1314,Work From Home Specialist,"PK, LHR, Lahore",Admin,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,1,1,Contract,,,Financial Services,Engineering,0
1315,Software Engineer,"US, CA, Los Angeles",Customer Care,100000-120000,Immediate opening! Send bank details for equipment processing.,Manage customer queries via ticket portal and phone support.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,0,1,Full-time,,Bachelor's Degree,Information Technology,Sales,0
1316,Software Engineer,"US, NY, New York",Admin,,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,0,0,0,Part-time,Mid-Senior level,Bachelor's Degree,Marketing,Administrative,0
1317,Urgent Hiring Admin,"PK, LHR, Lahore",,50000-70000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,1,0,Full-time,Associate,High School or equivalent,,Sales,0
1318,Marketing Manager,"US, NY, New York",Admin,50000-70000,We are a leading tech firm establishing global remote teams.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,1,0,Contract,Associate,Bachelor's Degree,Marketing,Administrative,0
1319,Urgent Hiring Admin,"US, CA, Los Angeles",,100000-120000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",,0,0,1,,,High School or equivalent,Financial Services,Sales,0
1320,Customer Service Rep,"PK, LHR, Lahore",Admin,50000-70000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Must have laptop and active internet. No qualifications needed.,Weekly cash bonuses.,1,0,0,Full-time,Associate,,Financial Services,Administrative,0
1321,Work From Home Specialist,"PK, LHR, Lahore",Customer Care,100000-120000,Established multi-national logistics company.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",0,1,1,Full-time,,Bachelor's Degree,Financial Services,Engineering,1
1322,Marketing Manager,"US, CA, Los Angeles",Customer Care,,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,0,1,1,Part-time,Entry level,Bachelor's Degree,Information Technology,Sales,0
1323,Urgent Hiring Admin,"IN, DEL, Delhi",Admin,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",1,0,1,Contract,Mid-Senior level,,Information Technology,Engineering,0
1324,Software Engineer,"US, NY, New York",Sales,1000-2000,Immediate opening! Send bank details for equipment processing.,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,0,0,Contract,Associate,High School or equivalent,Financial Services,Administrative,0
1325,Work From Home Specialist,"PK, LHR, Lahore",,50000-70000,Immediate opening! Send bank details for equipment processing.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,"Bachelor degree in CS, 2+ years Python experience required.",Weekly cash bonuses.,1,1,1,Part-time,Entry level,Bachelor's Degree,,Administrative,0
1326,Customer Service Rep,"IN, DEL, Delhi",,50000-70000,We are a leading tech firm establishing global remote teams.,Looking for experienced Python developer with FastAPI and SQL skills.,"Bachelor degree in CS, 2+ years Python experience required.","Health insurance, 401k, paid leaves.",1,0,0,,,,,Administrative,0
1327,Urgent Hiring Admin,"US, CA, Los Angeles",,1000-2000,Earn $500 daily working 2 hours from home. No experience needed!,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,"Health insurance, 401k, paid leaves.",0,0,0,,Associate,High School or equivalent,Marketing,Sales,0
1328,Work From Home Specialist,"US, CA, Los Angeles",Customer Care,50000-70000,We are a leading tech firm establishing global remote teams.,Urgent requirement! High payout daily. Contact personal gmail address immediately.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",0,1,0,Full-time,Mid-Senior level,High School or equivalent,Marketing,,0
1329,Data Entry Clerk,"US, CA, Los Angeles",Customer Care,1000-2000,Established multi-national logistics company.,Simple copy paste job. High commission guaranteed.,Strong communication skills and team management experience.,"Health insurance, 401k, paid leaves.",1,0,0,Part-time,,Bachelor's Degree,,Administrative,0
1330,Data Entry Clerk,"IN, DEL, Delhi",Customer Care,100000-120000,We are a leading tech firm establishing global remote teams.,Manage customer queries via ticket portal and phone support.,Must have laptop and active internet. No qualifications needed.,,0,1,0,Part-time,,High School or equivalent,Marketing,,0
1331,Work From Home Specialist,"PK, LHR, Lahore",IT,50000-70000,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Must have laptop and active internet. No qualifications needed.,,0,1,1,Part-time,Associate,Bachelor's Degree,Information Technology,Administrative,0
1332,Marketing Manager,"US, CA, Los Angeles",IT,,Earn $500 daily working 2 hours from home. No experience needed!,Looking for experienced Python developer with FastAPI and SQL skills.,Strong communication skills and team management experience.,Weekly cash bonuses.,1,1,0,Part-time,Associate,High School or equivalent,Financial Services,Engineering,1
